"state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"Plateau","Kanke","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang North","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Langtang South","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mangu","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Mikang","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Pankshin","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Qua'an Pan","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Riyom","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Shendam","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Plateau","Wase","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Demsa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Fufore","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Ganye","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Girei","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Gombi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Guyuk","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Hong","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Jada","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Lamurde","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Madagali","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Maiha","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mayo Belwa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Michika","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi North","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Mubi South","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Numan","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Shelleng","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Song","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
"Adamawa","Toungo","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Routine","plan 4","Removal of Urban ITN Campaigns"
