"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"gc","Sokoto","Tureta",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Sokoto","Tureta",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Sokoto","Tureta",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Sokoto","Tureta",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Sokoto","Tureta",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Sokoto","Tureta",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Sokoto","Tureta",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Sokoto","Tureta",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Sokoto","Wamako",28481076,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Sokoto","Wamako",17800.6725,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Sokoto","Wamako",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Sokoto","Wamako",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Sokoto","Wamako",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Sokoto","Wamako",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Sokoto","Wamako",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Sokoto","Wamako",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Sokoto","Wamako",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Sokoto","Wamako",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Sokoto","Wurno",12491700,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Sokoto","Wurno",7807.3125,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Sokoto","Wurno",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Sokoto","Wurno",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Sokoto","Wurno",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Sokoto","Wurno",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Sokoto","Wurno",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Sokoto","Wurno",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Sokoto","Wurno",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Sokoto","Wurno",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Sokoto","Yabo",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Sokoto","Yabo",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Sokoto","Yabo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Sokoto","Yabo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Sokoto","Yabo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Sokoto","Yabo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Sokoto","Yabo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Sokoto","Yabo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Sokoto","Yabo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Sokoto","Yabo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Ardo Kola",27481740,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Ardo Kola",17176.0875,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Ardo Kola",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Ardo Kola",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Ardo Kola",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Ardo Kola",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Ardo Kola",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Ardo Kola",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Ardo Kola",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Ardo Kola",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Bali",24483732,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Bali",15302.3325,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Bali",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Bali",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Bali",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Bali",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Bali",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Bali",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Bali",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Bali",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Donga",23984064,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Donga",14990.04,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Donga",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Donga",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Donga",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Donga",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Donga",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Donga",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Donga",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Donga",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Gashaka",5996016,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Gashaka",3747.51,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Gashaka",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Gashaka",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Gashaka",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Gashaka",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Gashaka",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Gashaka",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Gashaka",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Gashaka",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Gassol",26982072,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Gassol",16863.795,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Gassol",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Gassol",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Gassol",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Gassol",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Gassol",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Gassol",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Gassol",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Gassol",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Ibi",13491036,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Ibi",8431.8975,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Ibi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Ibi",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Ibi",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Ibi",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Ibi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Ibi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Ibi",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Ibi",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Jalingo",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Jalingo",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Jalingo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Jalingo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Jalingo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Jalingo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Jalingo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Jalingo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Jalingo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Jalingo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Karin Lamido",37475100,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Karin Lamido",23421.9375,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Karin Lamido",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Karin Lamido",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Karin Lamido",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Karin Lamido",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Karin Lamido",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Karin Lamido",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Karin Lamido",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Karin Lamido",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Kurmi",21485724,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Kurmi",13428.5775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Kurmi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Kurmi",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Kurmi",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Kurmi",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Kurmi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Kurmi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Kurmi",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Kurmi",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Lau",19487052,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Lau",12179.4075,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Lau",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Lau",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Lau",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Lau",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Lau",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Lau",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Lau",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Lau",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Sardauna",36975432,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Sardauna",23109.645,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Sardauna",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Sardauna",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Sardauna",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Sardauna",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Sardauna",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Sardauna",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Sardauna",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Sardauna",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Takum",28980744,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Takum",18112.965,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Takum",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Takum",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Takum",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Takum",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Takum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Takum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Takum",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Takum",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Ussa",22485060,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Ussa",14053.1625,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Ussa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Ussa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Ussa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Ussa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Ussa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Ussa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Ussa",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Ussa",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Wukari",36975432,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Wukari",23109.645,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Wukari",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Wukari",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Wukari",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Wukari",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Wukari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Wukari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Wukari",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Wukari",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Yorro",27981408,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Yorro",17488.38,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Yorro",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Yorro",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Yorro",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Yorro",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Yorro",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Yorro",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Yorro",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Yorro",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Taraba","Zing",23484396,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Taraba","Zing",14677.7475,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Taraba","Zing",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Taraba","Zing",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Taraba","Zing",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Taraba","Zing",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Taraba","Zing",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Taraba","Zing",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Taraba","Zing",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Taraba","Zing",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Bade",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Bade",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Bade",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Bade",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Bade",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Bade",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Bade",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Bade",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Bade",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Bade",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Bursari",14490372,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Bursari",9056.4825,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Bursari",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Bursari",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Bursari",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Bursari",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Bursari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Bursari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Bursari",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Bursari",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Damaturu",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Damaturu",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Damaturu",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Damaturu",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Damaturu",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Damaturu",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Damaturu",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Damaturu",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Damaturu",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Damaturu",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Fika",25982736,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Fika",16239.21,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Fika",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Fika",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Fika",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Fika",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Fika",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Fika",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Fika",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Fika",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Fune",20486388,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Fune",12803.9925,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Fune",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Fune",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Fune",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Fune",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Fune",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Fune",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Fune",22049867.0605613,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Fune",13781.1669128508,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Geidam",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Geidam",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Geidam",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Geidam",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Geidam",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Geidam",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Geidam",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Geidam",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Geidam",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Geidam",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Gujba",8494356,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Gujba",5308.9725,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
