"intervention","full_name","state","value","currency"
"Public Sector Case Management","CM IV Artesunate Procurement","Enugu",559439414.93624,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Enugu",349649.63433515,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Federal Capital Territory",583088906.571224,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Federal Capital Territory",364430.566607015,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Gombe",516303370.148153,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Gombe",322689.606342595,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Imo",406278765.275368,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Imo",253924.228297105,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Jigawa",708551943.699159,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Jigawa",442844.964811975,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Kaduna",830421934.50152,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Kaduna",519013.70906345,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Kano",1562370414.87852,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Kano",976481.509299076,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Katsina",1988924052.1032,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Katsina",1243077.5325645,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Kebbi",343697695.783188,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Kebbi",214811.059864493,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Kogi",505710705.562137,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Kogi",316069.190976336,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Kwara",235945840.023135,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Kwara",147466.150014459,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Lagos",1428196133.14825,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Lagos",892622.583217656,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Nasarawa",152477885.360099,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Nasarawa",95298.6783500622,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Niger",475096297.016956,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Niger",296935.185635597,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Ogun",533574936.475347,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Ogun",333484.335297092,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Ondo",423636852.829251,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Ondo",264773.033018282,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Osun",455805768.121159,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Osun",284878.605075724,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Oyo",974172420.038373,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Oyo",608857.762523983,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Plateau",279052902.482762,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Plateau",174408.064051727,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Rivers",866817883.191367,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Rivers",541761.176994604,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Sokoto",601367103.108714,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Sokoto",375854.439442946,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Taraba",290852414.97952,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Taraba",181782.7593622,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Yobe",527597631.133933,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Yobe",329748.519458708,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Zamfara",298577754.45615,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Zamfara",186611.096535093,"USD"
"Public Sector Case Management","CM RAS Distribution","Abia",2137824.21958654,"Naira"
"Public Sector Case Management","CM RAS Distribution","Abia",1336.14013724159,"USD"
"Public Sector Case Management","CM RAS Distribution","Adamawa",1630960.18769079,"Naira"
"Public Sector Case Management","CM RAS Distribution","Adamawa",1019.35011730674,"USD"
"Public Sector Case Management","CM RAS Distribution","Akwa Ibom",2220777.22624257,"Naira"
"Public Sector Case Management","CM RAS Distribution","Akwa Ibom",1387.98576640161,"USD"
"Public Sector Case Management","CM RAS Distribution","Anambra",3119209.55662229,"Naira"
"Public Sector Case Management","CM RAS Distribution","Anambra",1949.50597288893,"USD"
"Public Sector Case Management","CM RAS Distribution","Bauchi",3993391.06529664,"Naira"
"Public Sector Case Management","CM RAS Distribution","Bauchi",2495.8694158104,"USD"
"Public Sector Case Management","CM RAS Distribution","Bayelsa",1207576.81814308,"Naira"
"Public Sector Case Management","CM RAS Distribution","Bayelsa",754.735511339428,"USD"
"Public Sector Case Management","CM RAS Distribution","Benue",2339758.98651443,"Naira"
"Public Sector Case Management","CM RAS Distribution","Benue",1462.34936657152,"USD"
"Public Sector Case Management","CM RAS Distribution","Borno",3697252.7426308,"Naira"
"Public Sector Case Management","CM RAS Distribution","Borno",2310.78296414425,"USD"
"Public Sector Case Management","CM RAS Distribution","Cross River",1887905.74601367,"Naira"
"Public Sector Case Management","CM RAS Distribution","Cross River",1179.94109125855,"USD"
"Public Sector Case Management","CM RAS Distribution","Delta",2412870.77301589,"Naira"
"Public Sector Case Management","CM RAS Distribution","Delta",1508.04423313493,"USD"
"Public Sector Case Management","CM RAS Distribution","Ebonyi",1277526.09458891,"Naira"
"Public Sector Case Management","CM RAS Distribution","Ebonyi",798.453809118067,"USD"
"Public Sector Case Management","CM RAS Distribution","Edo",2040456.48452304,"Naira"
"Public Sector Case Management","CM RAS Distribution","Edo",1275.2853028269,"USD"
"Public Sector Case Management","CM RAS Distribution","Ekiti",1379638.4055952,"Naira"
"Public Sector Case Management","CM RAS Distribution","Ekiti",862.274003496998,"USD"
"Public Sector Case Management","CM RAS Distribution","Enugu",2454174.10053986,"Naira"
"Public Sector Case Management","CM RAS Distribution","Enugu",1533.85881283741,"USD"
"Public Sector Case Management","CM RAS Distribution","Federal Capital Territory",2557865.70765098,"Naira"
"Public Sector Case Management","CM RAS Distribution","Federal Capital Territory",1598.66606728186,"USD"
"Public Sector Case Management","CM RAS Distribution","Gombe",2264891.57215624,"Naira"
"Public Sector Case Management","CM RAS Distribution","Gombe",1415.55723259765,"USD"
"Public Sector Case Management","CM RAS Distribution","Imo",1782281.37435466,"Naira"
"Public Sector Case Management","CM RAS Distribution","Imo",1113.92585897167,"USD"
"Public Sector Case Management","CM RAS Distribution","Jigawa",3108315.17361299,"Naira"
"Public Sector Case Management","CM RAS Distribution","Jigawa",1942.69698350812,"USD"
"Public Sector Case Management","CM RAS Distribution","Kaduna",3642946.08102414,"Naira"
"Public Sector Case Management","CM RAS Distribution","Kaduna",2276.84130064009,"USD"
"Public Sector Case Management","CM RAS Distribution","Kano",6853899.41479269,"Naira"
"Public Sector Case Management","CM RAS Distribution","Kano",4283.68713424543,"USD"
"Public Sector Case Management","CM RAS Distribution","Katsina",4356316.11003097,"Naira"
"Public Sector Case Management","CM RAS Distribution","Katsina",2722.69756876935,"USD"
"Public Sector Case Management","CM RAS Distribution","Kebbi",1507758.82573097,"Naira"
"Public Sector Case Management","CM RAS Distribution","Kebbi",942.349266081859,"USD"
"Public Sector Case Management","CM RAS Distribution","Kogi",2218492.9601874,"Naira"
"Public Sector Case Management","CM RAS Distribution","Kogi",1386.55810011713,"USD"
"Public Sector Case Management","CM RAS Distribution","Kwara",1034992.40056895,"Naira"
"Public Sector Case Management","CM RAS Distribution","Kwara",646.870250355591,"USD"
"Public Sector Case Management","CM RAS Distribution","Lagos",6265311.9595806,"Naira"
"Public Sector Case Management","CM RAS Distribution","Lagos",3915.81997473788,"USD"
"Public Sector Case Management","CM RAS Distribution","Nasarawa",668904.540590067,"Naira"
"Public Sector Case Management","CM RAS Distribution","Nasarawa",418.065337868792,"USD"
"Public Sector Case Management","CM RAS Distribution","Niger",2084218.8708196,"Naira"
"Public Sector Case Management","CM RAS Distribution","Niger",1302.63679426225,"USD"
"Public Sector Case Management","CM RAS Distribution","Ogun",2340814.78784988,"Naira"
"Public Sector Case Management","CM RAS Distribution","Ogun",1463.00924240618,"USD"
"Public Sector Case Management","CM RAS Distribution","Ondo",1858380.27957628,"Naira"
"Public Sector Case Management","CM RAS Distribution","Ondo",1161.48767473518,"USD"
"Public Sector Case Management","CM RAS Distribution","Osun",1999508.97746014,"Naira"
"Public Sector Case Management","CM RAS Distribution","Osun",1249.69311091259,"USD"
"Public Sector Case Management","CM RAS Distribution","Oyo",4273536.31110172,"Naira"
"Public Sector Case Management","CM RAS Distribution","Oyo",2670.96019443858,"USD"
"Public Sector Case Management","CM RAS Distribution","Plateau",1224098.57653492,"Naira"
"Public Sector Case Management","CM RAS Distribution","Plateau",765.061610334328,"USD"
"Public Sector Case Management","CM RAS Distribution","Rivers",3802702.69250971,"Naira"
"Public Sector Case Management","CM RAS Distribution","Rivers",2376.68918281857,"USD"
"Public Sector Case Management","CM RAS Distribution","Sokoto",2638183.81478239,"Naira"
"Public Sector Case Management","CM RAS Distribution","Sokoto",1648.86488423899,"USD"
"Public Sector Case Management","CM RAS Distribution","Taraba",1275994.88486915,"Naira"
"Public Sector Case Management","CM RAS Distribution","Taraba",797.496803043217,"USD"
"Public Sector Case Management","CM RAS Distribution","Yobe",2314452.37424568,"Naira"
"Public Sector Case Management","CM RAS Distribution","Yobe",1446.53273390355,"USD"
"Public Sector Case Management","CM RAS Distribution","Zamfara",1309864.54068429,"Naira"
"Public Sector Case Management","CM RAS Distribution","Zamfara",818.66533792768,"USD"
"Public Sector Case Management","CM RAS Prcurement","Abia",8551296.87834619,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Abia",5344.56054896637,"USD"
"Public Sector Case Management","CM RAS Prcurement","Adamawa",6523840.75076314,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Adamawa",4077.40046922697,"USD"
"Public Sector Case Management","CM RAS Prcurement","Akwa Ibom",8883108.90497027,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Akwa Ibom",5551.94306560642,"USD"
"Public Sector Case Management","CM RAS Prcurement","Anambra",12476838.2264892,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Anambra",7798.02389155573,"USD"
"Public Sector Case Management","CM RAS Prcurement","Bauchi",15973564.2611865,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Bauchi",9983.47766324158,"USD"
"Public Sector Case Management","CM RAS Prcurement","Bayelsa",4830307.27257234,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Bayelsa",3018.94204535771,"USD"
"Public Sector Case Management","CM RAS Prcurement","Benue",9359035.9460577,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Benue",5849.39746628606,"USD"
"Public Sector Case Management","CM RAS Prcurement","Borno",14789010.9705232,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Borno",9243.13185657699,"USD"
"Public Sector Case Management","CM RAS Prcurement","Cross River",7551622.98405469,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Cross River",4719.76436503418,"USD"
"Public Sector Case Management","CM RAS Prcurement","Delta",9651483.09206354,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Delta",6032.17693253971,"USD"
"Public Sector Case Management","CM RAS Prcurement","Ebonyi",5110104.37835563,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Ebonyi",3193.81523647227,"USD"
"Public Sector Case Management","CM RAS Prcurement","Edo",8161825.93809218,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Edo",5101.14121130761,"USD"
"Public Sector Case Management","CM RAS Prcurement","Ekiti",5518553.62238078,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Ekiti",3449.09601398799,"USD"
"Public Sector Case Management","CM RAS Prcurement","Enugu",9816696.40215944,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Enugu",6135.43525134965,"USD"
"Public Sector Case Management","CM RAS Prcurement","Federal Capital Territory",10231462.8306039,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Federal Capital Territory",6394.66426912745,"USD"
"Public Sector Case Management","CM RAS Prcurement","Gombe",9059566.28862498,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Gombe",5662.22893039061,"USD"
"Public Sector Case Management","CM RAS Prcurement","Imo",7129125.49741865,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Imo",4455.70343588666,"USD"
"Public Sector Case Management","CM RAS Prcurement","Jigawa",12433260.694452,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Jigawa",7770.78793403248,"USD"
"Public Sector Case Management","CM RAS Prcurement","Kaduna",14571784.3240965,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Kaduna",9107.36520256034,"USD"
"Public Sector Case Management","CM RAS Prcurement","Kano",27415597.6591708,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Kano",17134.7485369817,"USD"
"Public Sector Case Management","CM RAS Prcurement","Katsina",17425264.4401239,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Katsina",10890.7902750774,"USD"
"Public Sector Case Management","CM RAS Prcurement","Kebbi",6031035.30292389,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Kebbi",3769.39706432743,"USD"
"Public Sector Case Management","CM RAS Prcurement","Kogi",8873971.84074962,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Kogi",5546.23240046851,"USD"
"Public Sector Case Management","CM RAS Prcurement","Kwara",4139969.60227578,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Kwara",2587.48100142236,"USD"
"Public Sector Case Management","CM RAS Prcurement","Lagos",25061247.8383224,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Lagos",15663.2798989515,"USD"
"Public Sector Case Management","CM RAS Prcurement","Nasarawa",2675618.16236027,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Nasarawa",1672.26135147517,"USD"
"Public Sector Case Management","CM RAS Prcurement","Niger",8336875.48327838,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Niger",5210.54717704899,"USD"
"Public Sector Case Management","CM RAS Prcurement","Ogun",9363259.15139955,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Ogun",5852.03696962472,"USD"
"Public Sector Case Management","CM RAS Prcurement","Ondo",7433521.11830513,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Ondo",4645.95069894071,"USD"
"Public Sector Case Management","CM RAS Prcurement","Osun",7998035.90984057,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Osun",4998.77244365035,"USD"
"Public Sector Case Management","CM RAS Prcurement","Oyo",17094145.2444069,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Oyo",10683.8407777543,"USD"
"Public Sector Case Management","CM RAS Prcurement","Plateau",4896394.3061397,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Plateau",3060.24644133731,"USD"
"Public Sector Case Management","CM RAS Prcurement","Rivers",15210810.7700388,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Rivers",9506.75673127426,"USD"
"Public Sector Case Management","CM RAS Prcurement","Sokoto",10552735.2591295,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Sokoto",6595.45953695596,"USD"
"Public Sector Case Management","CM RAS Prcurement","Taraba",5103979.53947659,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Taraba",3189.98721217287,"USD"
"Public Sector Case Management","CM RAS Prcurement","Yobe",9257809.49698271,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Yobe",5786.13093561419,"USD"
"Public Sector Case Management","CM RAS Prcurement","Zamfara",5239458.16273716,"Naira"
"Public Sector Case Management","CM RAS Prcurement","Zamfara",3274.66135171072,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Abia",90764935.393905,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Abia",56728.0846211906,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Adamawa",215293586.489102,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Adamawa",134558.491555689,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Akwa Ibom",372724342.28109,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Akwa Ibom",232952.713925681,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Anambra",519961861.455516,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Anambra",324976.163409697,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Bauchi",519299005.543248,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Bauchi",324561.87846453,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Bayelsa",209566823.311433,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Bayelsa",130979.264569646,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Benue",409020245.288329,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Benue",255637.653305206,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Borno",175451961.971686,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Borno",109657.476232304,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Cross River",282941842.679855,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Cross River",176838.651674909,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Delta",308854040.228117,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Delta",193033.775142573,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Ebonyi",200644603.999777,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Ebonyi",125402.877499861,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Edo",202904010.922744,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Edo",126815.006826715,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Ekiti",78169025.1167797,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Ekiti",48855.6406979873,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Enugu",104778680.386879,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Enugu",65486.6752417992,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Federal Capital Territory",132369913.725087,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Federal Capital Territory",82731.1960781794,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Gombe",291696510.827855,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Gombe",182310.31926741,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Imo",176188879.031229,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Imo",110118.049394518,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Jigawa",346786454.85885,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Jigawa",216741.534286781,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Kaduna",619630124.321585,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Kaduna",387268.82770099,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Kano",1022424450.85413,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Kano",639015.281783831,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Katsina",728868127.766755,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Katsina",455542.579854222,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Kebbi",253645284.754241,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Kebbi",158528.3029714,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Kogi",285703727.098106,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Kogi",178564.829436316,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Kwara",177642103.949099,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Kwara",111026.314968187,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Lagos",125899347.289357,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Lagos",78687.0920558481,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Nasarawa",137381376.239105,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Nasarawa",85863.3601494404,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Niger",329910804.942848,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Niger",206194.25308928,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Ogun",347366064.511222,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Ogun",217103.790319513,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Ondo",258206870.431888,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Ondo",161379.29401993,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Osun",315617033.932736,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Osun",197260.64620796,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Oyo",432010443.76402,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Oyo",270006.527352513,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Plateau",179514906.820586,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Plateau",112196.816762866,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Rivers",449883911.330191,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Rivers",281177.44458137,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Sokoto",295110948.671917,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Sokoto",184444.342919948,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Taraba",140481573.308296,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Taraba",87800.9833176852,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Yobe",295058795.077547,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Yobe",184411.746923467,"USD"
"Public Sector Case Management","CM RDT Kits Distribution","Zamfara",220037666.478791,"Naira"
"Public Sector Case Management","CM RDT Kits Distribution","Zamfara",137523.541549245,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Abia",363059741.57562,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Abia",226912.338484763,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Adamawa",861174345.956407,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Adamawa",538233.966222754,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Akwa Ibom",1490897369.12436,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Akwa Ibom",931810.855702724,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Anambra",2079847445.82206,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Anambra",1299904.65363879,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Bauchi",2077196022.17299,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Bauchi",1298247.51385812,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Bayelsa",838267293.245731,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Bayelsa",523917.058278582,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Benue",1636080981.15331,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Benue",1022550.61322082,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Borno",701807847.886744,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Borno",438629.904929215,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Cross River",1131767370.71942,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Cross River",707354.606699637,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Delta",1235416160.91247,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Delta",772135.100570292,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Ebonyi",802578415.999108,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Ebonyi",501611.509999442,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Edo",811616043.690977,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Edo",507260.02730686,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Ekiti",312676100.467119,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Ekiti",195422.562791949,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Enugu",419114721.547515,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Enugu",261946.700967197,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Federal Capital Territory",529479654.900349,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Federal Capital Territory",330924.784312718,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Gombe",1166786043.31142,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Gombe",729241.277069638,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Imo",704755516.124917,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Imo",440472.197578073,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Jigawa",1387145819.4354,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Jigawa",866966.137147125,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Kaduna",2478520497.28634,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Kaduna",1549075.31080396,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Kano",4089697803.41652,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Kano",2556061.12713533,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Katsina",2915472511.06702,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Katsina",1822170.31941689,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Kebbi",1014581139.01696,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Kebbi",634113.211885602,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Kogi",1142814908.39242,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Kogi",714259.317745264,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Kwara",710568415.796395,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Kwara",444105.259872747,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Lagos",503597389.157428,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Lagos",314748.368223392,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Nasarawa",549525504.956418,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Nasarawa",343453.440597761,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Niger",1319643219.77139,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Niger",824777.012357119,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Ogun",1389464258.04489,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Ogun",868415.161278054,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Ondo",1032827481.72755,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Ondo",645517.17607972,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Osun",1262468135.73094,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Osun",789042.58483184,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Oyo",1728041775.05608,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Oyo",1080026.10941005,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Plateau",718059627.282344,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Plateau",448787.267051465,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Rivers",1799535645.32076,"Naira"
"Public Sector Case Management","CM RDT Kits Procurement","Rivers",1124709.77832548,"USD"
"Public Sector Case Management","CM RDT Kits Procurement","Sokoto",1180443794.68767,"Naira"
