"","state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"4844","Cross River","Obubra","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4845","Cross River","Obubra","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4846","Cross River","Obubra","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4847","Cross River","Obubra","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4848","Cross River","Obubra","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4849","Cross River","Obudu","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4850","Cross River","Obudu","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4851","Cross River","Obudu","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4852","Cross River","Obudu","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4853","Cross River","Obudu","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4854","Cross River","Obudu","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4855","Cross River","Obudu","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4856","Cross River","Obudu","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4857","Cross River","Odukpani","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4858","Cross River","Odukpani","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4859","Cross River","Odukpani","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4860","Cross River","Odukpani","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4861","Cross River","Odukpani","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4862","Cross River","Odukpani","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4863","Cross River","Odukpani","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4864","Cross River","Odukpani","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4865","Cross River","Ogoja","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4866","Cross River","Ogoja","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4867","Cross River","Ogoja","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4868","Cross River","Ogoja","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4869","Cross River","Ogoja","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4870","Cross River","Ogoja","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4871","Cross River","Ogoja","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4872","Cross River","Ogoja","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4873","Cross River","Yakurr","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4874","Cross River","Yakurr","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4875","Cross River","Yakurr","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4876","Cross River","Yakurr","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4877","Cross River","Yakurr","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4878","Cross River","Yakurr","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4879","Cross River","Yakurr","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4880","Cross River","Yakurr","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4881","Cross River","Yala","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4882","Cross River","Yala","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4883","Cross River","Yala","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4884","Cross River","Yala","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4885","Cross River","Yala","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4886","Cross River","Yala","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4887","Cross River","Yala","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4888","Cross River","Yala","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4889","Delta","Aniocha North","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4890","Delta","Aniocha North","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4891","Delta","Aniocha North","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4892","Delta","Aniocha North","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4893","Delta","Aniocha North","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4894","Delta","Aniocha North","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4895","Delta","Aniocha North","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4896","Delta","Aniocha North","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4897","Delta","Aniocha North","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4898","Delta","Aniocha South","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4899","Delta","Aniocha South","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4900","Delta","Aniocha South","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4901","Delta","Aniocha South","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4902","Delta","Aniocha South","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4903","Delta","Aniocha South","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4904","Delta","Aniocha South","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4905","Delta","Aniocha South","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4906","Delta","Aniocha South","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4907","Delta","Bomadi","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4908","Delta","Bomadi","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4909","Delta","Bomadi","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4910","Delta","Bomadi","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4911","Delta","Bomadi","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4912","Delta","Bomadi","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4913","Delta","Bomadi","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4914","Delta","Bomadi","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4915","Delta","Bomadi","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4916","Delta","Burutu","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4917","Delta","Burutu","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4918","Delta","Burutu","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4919","Delta","Burutu","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4920","Delta","Burutu","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4921","Delta","Burutu","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4922","Delta","Burutu","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4923","Delta","Burutu","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4924","Delta","Burutu","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4925","Delta","Ethiope East","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4926","Delta","Ethiope East","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4927","Delta","Ethiope East","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4928","Delta","Ethiope East","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4929","Delta","Ethiope East","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4930","Delta","Ethiope East","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4931","Delta","Ethiope East","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4932","Delta","Ethiope East","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4933","Delta","Ethiope East","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4934","Delta","Ethiope West","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4935","Delta","Ethiope West","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4936","Delta","Ethiope West","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4937","Delta","Ethiope West","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4938","Delta","Ethiope West","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4939","Delta","Ethiope West","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4940","Delta","Ethiope West","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4941","Delta","Ethiope West","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4942","Delta","Ethiope West","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4943","Delta","Ika North East","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4944","Delta","Ika North East","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4945","Delta","Ika North East","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4946","Delta","Ika North East","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4947","Delta","Ika North East","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4948","Delta","Ika North East","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4949","Delta","Ika North East","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4950","Delta","Ika North East","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4951","Delta","Ika North East","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4952","Delta","Ika South","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4953","Delta","Ika South","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4954","Delta","Ika South","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4955","Delta","Ika South","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4956","Delta","Ika South","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4957","Delta","Ika South","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4958","Delta","Ika South","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4959","Delta","Ika South","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4960","Delta","Ika South","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4961","Delta","Isoko North","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4962","Delta","Isoko North","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4963","Delta","Isoko North","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4964","Delta","Isoko North","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4965","Delta","Isoko North","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4966","Delta","Isoko North","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4967","Delta","Isoko North","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4968","Delta","Isoko North","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4969","Delta","Isoko North","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4970","Delta","Isoko South","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4971","Delta","Isoko South","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4972","Delta","Isoko South","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4973","Delta","Isoko South","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4974","Delta","Isoko South","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4975","Delta","Isoko South","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4976","Delta","Isoko South","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4977","Delta","Isoko South","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4978","Delta","Isoko South","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4979","Delta","Ndokwa East","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4980","Delta","Ndokwa East","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4981","Delta","Ndokwa East","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4982","Delta","Ndokwa East","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4983","Delta","Ndokwa East","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4984","Delta","Ndokwa East","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4985","Delta","Ndokwa East","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4986","Delta","Ndokwa East","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4987","Delta","Ndokwa East","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4988","Delta","Ndokwa West","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
